time,altitude,latitude,longitude,chlorophyll
UTC,m,degrees_north,degrees_east,mg m-3
2021-01-10T12:00:00Z,0.0,33.1125,-119.42500000000001,2.3467457
2021-01-10T12:00:00Z,0.0,33.1125,-119.4125,2.2918615
2021-01-10T12:00:00Z,0.0,33.1125,-119.4,2.3343036
2021-01-10T12:00:00Z,0.0,33.1125,-119.38749999999999,3.1998281
2021-01-10T12:00:00Z,0.0,33.1125,-119.375,5.056323
2021-01-10T12:00:00Z,0.0,33.1125,-119.36250000000001,9.573902
2021-01-10T12:00:00Z,0.0,33.1125,-119.35,6.5990953
2021-01-10T12:00:00Z,0.0,33.1125,-119.3375,4.8625336
2021-01-10T12:00:00Z,0.0,33.1125,-119.32499999999999,4.838643
2021-01-10T12:00:00Z,0.0,33.1125,-119.3125,3.79146
2021-01-10T12:00:00Z,0.0,33.1125,-119.30000000000001,3.3261802
2021-01-10T12:00:00Z,0.0,33.1125,-119.2875,3.2090652
2021-01-10T12:00:00Z,0.0,33.1125,-119.275,3.1932292
2021-01-10T12:00:00Z,0.0,33.1125,-119.26249999999999,2.8732378
2021-01-10T12:00:00Z,0.0,33.1125,-119.25,2.6670222
2021-01-10T12:00:00Z,0.0,33.1125,-119.23750000000001,2.8325663
2021-01-10T12:00:00Z,0.0,33.1125,-119.225,3.0906126
2021-01-10T12:00:00Z,0.0,33.1125,-119.2125,3.6143904
2021-01-10T12:00:00Z,0.0,33.1125,-119.19999999999999,3.6078022
2021-01-10T12:00:00Z,0.0,33.1125,-119.1875,3.928609
2021-01-10T12:00:00Z,0.0,33.1125,-119.17500000000001,3.7952108
2021-01-10T12:00:00Z,0.0,33.1125,-119.1625,4.3356028
2021-01-10T12:00:00Z,0.0,33.1125,-119.15,4.293496
2021-01-10T12:00:00Z,0.0,33.1125,-119.13749999999999,4.9571
2021-01-10T12:00:00Z,0.0,33.1125,-119.125,4.8010874
2021-01-10T12:00:00Z,0.0,33.1125,-119.11250000000001,4.4738955
2021-01-10T12:00:00Z,0.0,33.1125,-119.1,2.6651738
2021-01-10T12:00:00Z,0.0,33.1125,-119.0875,2.593705
2021-01-10T12:00:00Z,0.0,33.1125,-119.07499999999999,2.8929424
2021-01-10T12:00:00Z,0.0,33.1125,-119.0625,3.1253376
2021-01-10T12:00:00Z,0.0,33.1125,-119.05000000000001,3.1583881
2021-01-10T12:00:00Z,0.0,33.1125,-119.0375,2.424028
2021-01-10T12:00:00Z,0.0,33.1125,-119.025,1.8372208
2021-01-10T12:00:00Z,0.0,33.1125,-119.01249999999999,1.7435384
2021-01-10T12:00:00Z,0.0,33.1125,-119.0,1.2252238
2021-01-10T12:00:00Z,0.0,33.1125,-118.98750000000001,1.0577861
2021-01-10T12:00:00Z,0.0,33.1125,-118.975,0.9445215
2021-01-10T12:00:00Z,0.0,33.1125,-118.9625,0.8966806
2021-01-10T12:00:00Z,0.0,33.1125,-118.94999999999999,0.8882954
2021-01-10T12:00:00Z,0.0,33.1125,-118.9375,0.7928458
2021-01-10T12:00:00Z,0.0,33.1125,-118.92500000000001,0.78709745
2021-01-10T12:00:00Z,0.0,33.1125,-118.9125,0.8502299
2021-01-10T12:00:00Z,0.0,33.1125,-118.9,0.8342147
2021-01-10T12:00:00Z,0.0,33.1125,-118.88749999999999,0.74875027
2021-01-10T12:00:00Z,0.0,33.1125,-118.875,0.75830007
2021-01-10T12:00:00Z,0.0,33.1125,-118.86250000000001,0.77562195
2021-01-10T12:00:00Z,0.0,33.1125,-118.85,0.9567252
2021-01-10T12:00:00Z,0.0,33.1125,-118.8375,0.9065644
2021-01-10T12:00:00Z,0.0,33.1125,-118.82499999999999,0.8393756
2021-01-10T12:00:00Z,0.0,33.1125,-118.8125,0.74586684
2021-01-10T12:00:00Z,0.0,33.1125,-118.80000000000001,0.956859
2021-01-10T12:00:00Z,0.0,33.1125,-118.7875,0.9605656
2021-01-10T12:00:00Z,0.0,33.1125,-118.775,0.9463402
2021-01-10T12:00:00Z,0.0,33.1125,-118.76249999999999,1.0369437
2021-01-10T12:00:00Z,0.0,33.1125,-118.75,1.0446749
2021-01-10T12:00:00Z,0.0,33.125,-120.69999999999999,1.2981474
2021-01-10T12:00:00Z,0.0,33.125,-120.6875,1.139587
